valueId,timeframe,ts,open,high,low,close,time
litmxp,1h,2025-10-28T05:31:45.350Z,52.57,52.57,52.57,52.57,2025-10-28T05:31:45.350Z
litmxp,1h,2025-10-28T10:59:15.041Z,51.82,51.82,51.82,51.82,2025-10-28T10:59:15.041Z
litmxp,1h,2025-10-28T12:00:58.622Z,53.06,53.06,53.06,53.06,2025-10-28T12:00:58.622Z
litmxp,1h,2025-11-07T03:00:03.595Z,50,54.89,50,53.32,
litmxp,1h,2025-11-07T04:00:00.967Z,50,56,50,53.14,
litmxp,1h,2025-11-07T05:00:01.239Z,50,54.43,49.85,54.43,
litmxp,1h,2025-11-07T06:00:42.033Z,54.43,55.22,50,55.22,
litmxp,1h,2025-11-07T07:06:13.929Z,55.22,57.13,55,57.13,
litmxp,1h,2025-11-07T08:00:04.388Z,57.13,61.61,54.62,58.15,
litmxp,1h,2025-11-07T09:00:04.229Z,58.15,61.22,54.5,58.83,
litmxp,1h,2025-11-07T10:00:04.167Z,58.83,61.91,54.67,59.51,
litmxp,1h,2025-11-07T11:00:04.693Z,59.51,61.54,55,58.21,
litmxp,1h,2025-11-07T12:00:04.115Z,58.21,61.78,54.6,59.13,
litmxp,1h,2025-11-07T13:00:04.049Z,59.13,61.48,55,58.59,
litmxp,1h,2025-11-07T14:00:02.938Z,58.59,62.5,54.55,57.19,
litmxp,1h,2025-11-07T14:57:22.780Z,57.98,58.98,55,58.98,
litmxp,1h,2025-11-07T15:24:52.695Z,57.67,57.98,55,57.98,
litmxp,1h,2025-11-07T16:55:22.015Z,56.58,59.46,55,59.46,
litmxp,1h,2025-11-07T21:10:08.433Z,57.45,57.45,57.44,57.44,
litmxp,1h,2025-11-08T13:59:59.468Z,58.7,59.8,58.7,59.8,
litmxp,1h,2025-11-08T14:03:06.469Z,58.22,58.22,58.22,58.22,
litmxp,1h,2025-11-08T15:45:21.376Z,59.12,59.12,59.12,59.12,
litmxp,1h,2025-11-08T16:59:53.405Z,58.27,57.93,55,57.93,
litmxp,1h,2025-11-08T17:49:09.816Z,57.2,57.92,55,57.92,
litmxp,1h,2025-11-08T18:04:01.240Z,60.2,60.2,60.2,60.2,
litmxp,1h,2025-11-08T19:49:55.521Z,57.52,57.52,56.9,56.9,
