valueId,timeframe,ts,open,high,low,close,time
ggramm,1h,2025-10-28T05:31:45.350Z,41.73,41.73,41.73,41.73,2025-10-28T05:31:45.350Z
ggramm,1h,2025-10-28T10:00:15.595Z,40.9,40.9,40.9,40.9,2025-10-28T10:00:15.595Z
ggramm,1h,2025-10-28T11:00:39.157Z,41.71,41.71,41.71,41.71,2025-10-28T11:00:39.157Z
ggramm,1h,2025-10-28T12:00:58.622Z,41.38,41.38,41.38,41.38,2025-10-28T12:00:58.622Z
ggramm,1h,2025-11-07T03:00:03.595Z,41,41.35,39.15,41.22,
ggramm,1h,2025-11-07T04:00:00.967Z,41,44.22,39.2,41.27,
ggramm,1h,2025-11-07T05:00:01.239Z,41,43.95,39.83,42.57,
ggramm,1h,2025-11-07T06:00:42.033Z,42.57,43.37,39.08,41.33,
ggramm,1h,2025-11-07T07:06:13.929Z,41.33,43,42.98,42.98,
ggramm,1h,2025-11-07T08:00:04.388Z,42.98,46.23,40.62,43.98,
ggramm,1h,2025-11-07T09:00:04.229Z,43.98,45.79,39.11,42.6,
ggramm,1h,2025-11-07T10:00:04.167Z,42.6,45.31,40.7,43.08,
ggramm,1h,2025-11-07T11:00:04.693Z,43.08,45.62,41.36,42.85,
ggramm,1h,2025-11-07T12:00:04.115Z,42.85,45.72,40.24,42.96,
ggramm,1h,2025-11-07T13:00:04.049Z,42.96,45.2,40.82,41.82,
ggramm,1h,2025-11-07T14:00:02.938Z,41.82,46.59,40.77,44.04,
ggramm,1h,2025-11-07T14:57:22.780Z,43.09,43,42.77,42.77,
ggramm,1h,2025-11-07T15:25:02.296Z,43.57,43.57,43.57,43.57,
ggramm,1h,2025-11-07T16:55:22.015Z,42.66,43.44,43,43.44,
ggramm,1h,2025-11-07T21:10:08.433Z,42.93,43.79,42.93,43.79,
ggramm,1h,2025-11-08T13:59:59.468Z,43.07,43.07,42.83,42.83,
ggramm,1h,2025-11-08T14:03:06.469Z,41.99,41.99,41.99,41.99,
ggramm,1h,2025-11-08T15:45:21.376Z,44.06,44.06,44.06,44.06,
ggramm,1h,2025-11-08T16:59:53.405Z,43.77,43.59,43,43.59,
ggramm,1h,2025-11-08T17:49:09.816Z,42.9,43,42.58,42.58,
ggramm,1h,2025-11-08T18:04:01.240Z,42.14,42.86,42.14,42.86,
ggramm,1h,2025-11-08T19:50:04.912Z,43.86,43.2,43,43.2,
