valueId,timeframe,ts,open,high,low,close,time
hormxp,1h,2025-10-28T05:31:45.350Z,57.94,57.94,57.94,57.94,2025-10-28T05:31:45.350Z
hormxp,1h,2025-10-28T10:59:15.041Z,56.78,56.78,56.78,56.78,2025-10-28T10:59:15.041Z
hormxp,1h,2025-10-28T12:00:58.622Z,58.31,58.31,58.31,58.31,2025-10-28T12:00:58.622Z
hormxp,1h,2025-11-07T03:00:03.595Z,56,58.15,53.68,58.15,
hormxp,1h,2025-11-07T04:00:00.967Z,56,59.73,53.37,57.51,
hormxp,1h,2025-11-07T05:00:01.239Z,56,58.2,53.22,57.36,
hormxp,1h,2025-11-07T06:00:42.033Z,57.36,60.33,53.27,57.61,
hormxp,1h,2025-11-07T07:06:13.929Z,57.61,54,53.59,53.59,
hormxp,1h,2025-11-07T08:00:04.388Z,53.59,57.52,51.31,55.6,
hormxp,1h,2025-11-07T09:00:04.229Z,55.6,57.75,51.6,54.08,
hormxp,1h,2025-11-07T10:00:04.167Z,54.08,57.3,50.8,53.28,
hormxp,1h,2025-11-07T11:00:04.693Z,53.28,57.32,50.51,54.35,
hormxp,1h,2025-11-07T12:00:04.115Z,54.35,57.65,51.18,56.18,
hormxp,1h,2025-11-07T13:00:04.049Z,56.18,56.83,52.27,53.35,
hormxp,1h,2025-11-07T14:00:02.938Z,53.35,57.69,51.82,55.29,
hormxp,1h,2025-11-07T14:57:22.780Z,54.13,54.79,54,54.79,
hormxp,1h,2025-11-07T15:25:02.296Z,54.97,54.97,54.97,54.97,
hormxp,1h,2025-11-07T16:44:01.415Z,54.61,54.61,54.24,54.24,
hormxp,1h,2025-11-07T21:10:08.433Z,54.05,54.3,54.05,54.3,
hormxp,1h,2025-11-08T14:00:09.019Z,55.41,54,53.6,53.6,
hormxp,1h,2025-11-08T14:03:06.469Z,54.73,54.73,54.73,54.73,
hormxp,1h,2025-11-08T15:45:21.376Z,54.16,54.16,54.16,54.16,
hormxp,1h,2025-11-08T16:59:53.405Z,53.3,55.41,54,55.41,
hormxp,1h,2025-11-08T17:49:09.816Z,53.91,54.61,54,54.61,
hormxp,1h,2025-11-08T18:04:01.240Z,54.94,54.94,54.94,54.94,
hormxp,1h,2025-11-08T19:49:55.521Z,54.41,54.62,54.41,54.62,
