valueId,timeframe,ts,open,high,low,close,time
krimxp,1h,2025-10-28T05:31:45.350Z,43.56,43.56,43.56,43.56,2025-10-28T05:31:45.350Z
krimxp,1h,2025-10-28T10:59:15.041Z,44.15,44.15,44.15,44.15,2025-10-28T10:59:15.041Z
krimxp,1h,2025-10-28T12:00:58.622Z,42.88,42.88,42.88,42.88,2025-10-28T12:00:58.622Z
krimxp,1h,2025-10-28T13:27:02.083Z,42.69,43.61,41.68,42.49,2025-10-28T13:27:02.083Z
krimxp,1h,2025-11-07T03:00:03.595Z,42,45.6,42,43.84,
krimxp,1h,2025-11-07T04:00:00.967Z,42,45.92,41.49,44.34,
krimxp,1h,2025-11-07T05:00:01.239Z,42,45.47,42,44.45,
krimxp,1h,2025-11-07T06:00:42.033Z,44.45,46.09,41.13,44.07,
krimxp,1h,2025-11-07T07:06:13.929Z,44.07,46.62,44,46.62,
krimxp,1h,2025-11-07T08:00:04.388Z,46.62,49.24,43.03,45.54,
krimxp,1h,2025-11-07T09:00:04.229Z,45.54,48.71,43.97,46.45,
krimxp,1h,2025-11-07T10:00:04.167Z,46.45,48.83,43.86,46.34,
krimxp,1h,2025-11-07T11:00:04.693Z,46.34,48.55,43.59,45.47,
krimxp,1h,2025-11-07T12:00:04.115Z,45.47,48.7,42.58,46.53,
krimxp,1h,2025-11-07T13:00:04.049Z,46.53,48.64,44,47.6,
krimxp,1h,2025-11-07T14:00:02.938Z,47.6,49.14,43.04,44.28,
krimxp,1h,2025-11-07T14:57:22.780Z,47.12,46.55,44,46.55,
krimxp,1h,2025-11-07T15:25:02.296Z,45.5,45.5,45.5,45.5,
krimxp,1h,2025-11-07T16:44:01.415Z,45.28,46.19,45.28,46.19,
krimxp,1h,2025-11-07T21:10:08.433Z,45.64,46.55,45.64,46.55,
krimxp,1h,2025-11-08T13:59:59.468Z,45.55,45.63,45.55,45.63,
krimxp,1h,2025-11-08T14:03:06.469Z,46.79,46.79,46.79,46.79,
krimxp,1h,2025-11-08T15:45:21.376Z,44.2,44.2,44.2,44.2,
krimxp,1h,2025-11-08T16:59:53.405Z,45.37,46.22,44,46.22,
krimxp,1h,2025-11-08T17:49:21.200Z,45.45,46.6,44,46.6,
krimxp,1h,2025-11-08T18:04:01.240Z,46.19,46.19,46.19,46.19,
krimxp,1h,2025-11-08T19:49:55.521Z,46.88,46.88,45.94,45.94,
