valueId,timeframe,ts,open,high,low,close,time
ghor,4h,2025-10-28T05:31:45.350Z,56.06,56.06,56.06,56.06,2025-10-28T05:31:45.350Z
ghor,4h,2025-10-28T11:00:32.063Z,55.36,56.21,53.51,54.47,2025-10-28T11:00:32.063Z
ghor,4h,2025-10-28T11:00:39.157Z,55.33,55.33,55.33,55.33,2025-10-28T11:00:39.157Z
ghor,4h,2025-11-07T04:00:00.967Z,55,57.76,52.33,55.07,
ghor,4h,2025-11-07T08:00:04.388Z,55.07,56.66,51.07,54.83,
ghor,4h,2025-11-07T12:00:04.115Z,54.83,57.72,50.7,54.57,
ghor,4h,2025-11-07T15:25:02.296Z,54.6,54.6,54.6,54.6,
ghor,4h,2025-11-07T16:44:21.039Z,53.41,53.41,53.41,53.41,
ghor,4h,2025-11-07T21:10:06.468Z,55.04,55.04,55.04,55.04,
ghor,4h,2025-11-08T15:45:21.376Z,52.88,52.88,52.88,52.88,
ghor,4h,2025-11-08T19:50:04.912Z,52.92,54,52.92,52.92,
