valueId,timeframe,ts,open,high,low,close,time
zhnmxp,4h,2025-10-28T05:31:45.350Z,13.36,13.36,13.36,13.36,2025-10-28T05:31:45.350Z
zhnmxp,4h,2025-10-28T10:00:15.595Z,13.14,13.14,13.14,13.14,2025-10-28T10:00:15.595Z
zhnmxp,4h,2025-11-07T04:00:00.967Z,12.8,13.91,12.51,13.36,
zhnmxp,4h,2025-11-07T08:00:04.388Z,13.36,14.18,12.92,13.63,
zhnmxp,4h,2025-11-07T12:00:04.115Z,13.63,14.22,12.69,13.6,
zhnmxp,4h,2025-11-07T15:25:02.296Z,13.21,13.21,13.21,13.21,
zhnmxp,4h,2025-11-07T16:44:01.415Z,13.38,13.38,13.27,13.27,
zhnmxp,4h,2025-11-07T21:10:06.468Z,13.38,13.38,13.38,13.38,
zhnmxp,4h,2025-11-08T15:45:21.376Z,13.03,13.03,13.03,13.03,
zhnmxp,4h,2025-11-08T19:50:04.912Z,13.3,13.44,13.02,13.44,
