valueId,timeframe,ts,open,high,low,close,time
wgrmxp,1h,2025-10-28T05:31:45.350Z,1.0187,1.0187,1.0187,1.0187,2025-10-28T05:31:45.350Z
wgrmxp,1h,2025-10-28T10:59:15.041Z,0.9986,0.9986,0.9986,0.9986,2025-10-28T10:59:15.041Z
wgrmxp,1h,2025-10-28T12:00:58.622Z,1.0048,1.0048,1.0048,1.0048,2025-10-28T12:00:58.622Z
wgrmxp,1h,2025-11-07T03:00:03.595Z,1,1.0566,0.9775,1.0365,
wgrmxp,1h,2025-11-07T04:00:00.967Z,1,1.0398,0.9157,0.9725,
wgrmxp,1h,2025-11-07T05:00:01.239Z,1,1.0377,0.9536,1.01,
wgrmxp,1h,2025-11-07T06:00:42.033Z,1.01,1.047,0.933,1.0088,
wgrmxp,1h,2025-11-07T07:06:13.929Z,1.0088,1.0366,1.03,1.0366,
wgrmxp,1h,2025-11-07T08:00:04.388Z,1.0366,1.08,0.9707,1.0632,
wgrmxp,1h,2025-11-07T09:00:04.229Z,1.0632,1.0826,0.9794,1.0123,
wgrmxp,1h,2025-11-07T10:00:04.167Z,1.0123,1.0882,0.9643,1.0465,
wgrmxp,1h,2025-11-07T11:00:04.693Z,1.0465,1.0798,0.9871,0.9976,
wgrmxp,1h,2025-11-07T12:00:04.115Z,0.9976,1.0942,0.9614,1.0432,
wgrmxp,1h,2025-11-07T13:00:04.049Z,1.0432,1.074,0.9868,1.0183,
wgrmxp,1h,2025-11-07T14:00:02.938Z,1.0183,1.1014,0.9718,1.0102,
wgrmxp,1h,2025-11-07T14:57:22.780Z,1.0379,1.03,1.0179,1.0179,
wgrmxp,1h,2025-11-07T15:25:02.296Z,1.0399,1.0399,1.0399,1.0399,
wgrmxp,1h,2025-11-07T16:44:21.039Z,1.0307,1.0307,1.0307,1.0307,
wgrmxp,1h,2025-11-07T21:10:08.433Z,1.0422,1.0422,1.0248,1.0248,
wgrmxp,1h,2025-11-08T13:59:59.468Z,1.0379,1.042,1.0379,1.042,
wgrmxp,1h,2025-11-08T14:03:06.469Z,1.0277,1.0277,1.0277,1.0277,
wgrmxp,1h,2025-11-08T15:45:21.376Z,1.0139,1.0139,1.0139,1.0139,
wgrmxp,1h,2025-11-08T16:58:28.625Z,1.0402,1.058,1.0402,1.058,
wgrmxp,1h,2025-11-08T17:49:21.200Z,1.0506,1.03,1.0239,1.0239,
wgrmxp,1h,2025-11-08T18:04:01.240Z,1.0254,1.0254,1.019,1.019,
wgrmxp,1h,2025-11-08T19:49:55.521Z,1.0206,1.039,1.0206,1.039,
