valueId,timeframe,ts,open,high,low,close,time
wbtmxp,1h,2025-10-28T05:31:45.350Z,1.0221,1.0221,1.0221,1.0221,2025-10-28T05:31:45.350Z
wbtmxp,1h,2025-10-28T10:00:15.595Z,1.0017,1.0017,1.0017,1.0017,2025-10-28T10:00:15.595Z
wbtmxp,1h,2025-10-28T11:00:39.157Z,1.0261,1.0261,1.0261,1.0261,2025-10-28T11:00:39.157Z
wbtmxp,1h,2025-10-28T12:00:58.622Z,1.0349,1.0349,1.0349,1.0349,2025-10-28T12:00:58.622Z
wbtmxp,1h,2025-11-07T03:00:03.595Z,1,1.0492,0.9603,0.9719,
wbtmxp,1h,2025-11-07T04:00:00.967Z,1,1.0589,0.9574,0.9835,
wbtmxp,1h,2025-11-07T05:00:01.239Z,1,1.0302,0.9574,0.9995,
wbtmxp,1h,2025-11-07T06:00:42.033Z,0.9995,1.0569,0.9489,0.9574,
wbtmxp,1h,2025-11-07T07:06:13.929Z,0.9574,0.98,0.967,0.967,
wbtmxp,1h,2025-11-07T08:00:04.388Z,0.967,1.0605,0.9108,0.9848,
wbtmxp,1h,2025-11-07T09:00:04.229Z,0.9848,1.0239,0.9224,0.9651,
wbtmxp,1h,2025-11-07T10:00:04.167Z,0.9651,1.032,0.9186,0.9542,
wbtmxp,1h,2025-11-07T11:00:04.693Z,0.9542,1.026,0.9192,0.9898,
wbtmxp,1h,2025-11-07T12:00:04.115Z,0.9898,1.0512,0.918,0.9981,
wbtmxp,1h,2025-11-07T13:00:04.049Z,0.9981,1.0298,0.9389,0.967,
wbtmxp,1h,2025-11-07T14:00:02.938Z,0.967,1.0332,0.9127,0.9788,
wbtmxp,1h,2025-11-07T14:57:22.780Z,0.9684,0.98,0.9698,0.9698,
wbtmxp,1h,2025-11-07T15:25:02.296Z,0.9864,0.9864,0.9864,0.9864,
wbtmxp,1h,2025-11-07T16:55:22.015Z,0.9592,0.9992,0.98,0.9992,
wbtmxp,1h,2025-11-07T21:10:08.433Z,0.9655,0.9655,0.9462,0.9462,
wbtmxp,1h,2025-11-08T14:00:09.019Z,0.9979,0.98,0.9688,0.9688,
wbtmxp,1h,2025-11-08T14:03:06.469Z,0.9656,0.9656,0.9656,0.9656,
wbtmxp,1h,2025-11-08T15:45:21.376Z,0.9735,0.9735,0.9735,0.9735,
wbtmxp,1h,2025-11-08T16:59:53.405Z,1.005,0.9838,0.98,0.9838,
wbtmxp,1h,2025-11-08T17:49:09.816Z,0.9622,0.9996,0.98,0.9996,
wbtmxp,1h,2025-11-08T18:04:01.240Z,0.996,0.996,0.9761,0.9761,
wbtmxp,1h,2025-11-08T19:50:04.912Z,0.994,0.98,0.9604,0.9604,
