valueId,timeframe,ts,open,high,low,close,time
waumxp,1h,2025-10-28T05:31:45.350Z,1.0051,1.0051,1.0051,1.0051,2025-10-28T05:31:45.350Z
waumxp,1h,2025-10-28T10:00:15.595Z,1.0192,1.0192,1.0192,1.0192,2025-10-28T10:00:15.595Z
waumxp,1h,2025-10-28T11:00:32.063Z,0.985,1.0359,0.9673,0.9866,2025-10-28T11:00:32.063Z
waumxp,1h,2025-10-28T11:00:39.157Z,0.9982,0.9982,0.9982,0.9982,2025-10-28T11:00:39.157Z
waumxp,1h,2025-10-28T12:00:58.622Z,1.0033,1.0033,1.0033,1.0033,2025-10-28T12:00:58.622Z
waumxp,1h,2025-10-28T13:18:02.072Z,1.0252,1.0411,0.989,1.0114,2025-10-28T13:18:02.072Z
waumxp,1h,2025-11-07T03:00:03.595Z,1,1.0242,0.9652,0.9994,
waumxp,1h,2025-11-07T04:00:00.967Z,1,1.0473,0.9225,1.0226,
waumxp,1h,2025-11-07T05:00:01.239Z,1,1.0513,0.9636,1.0426,
waumxp,1h,2025-11-07T06:00:42.033Z,1.0426,1.0674,0.9415,0.9665,
waumxp,1h,2025-11-07T07:06:13.929Z,0.9665,1.0013,1,1.0013,
waumxp,1h,2025-11-07T08:00:04.388Z,1.0013,1.0579,0.9539,1.0042,
waumxp,1h,2025-11-07T09:00:04.229Z,1.0042,1.0488,0.9553,1.0157,
waumxp,1h,2025-11-07T10:00:04.167Z,1.0157,1.0555,0.9463,1.0145,
waumxp,1h,2025-11-07T11:00:04.693Z,1.0145,1.0545,0.9397,0.9892,
waumxp,1h,2025-11-07T12:00:04.115Z,0.9892,1.0663,0.9352,1.0057,
waumxp,1h,2025-11-07T13:00:04.049Z,1.0057,1.0361,0.9446,0.9917,
waumxp,1h,2025-11-07T14:00:02.938Z,0.9917,1.0737,0.9327,0.9568,
waumxp,1h,2025-11-07T14:57:22.780Z,1.0084,1.02,1,1.02,
waumxp,1h,2025-11-07T15:25:02.296Z,1.0223,1.0223,1.0223,1.0223,
waumxp,1h,2025-11-07T16:44:01.415Z,1,1,0.995,0.995,
waumxp,1h,2025-11-07T21:10:08.433Z,0.9855,1.0025,0.9855,1.0025,
waumxp,1h,2025-11-08T13:59:59.468Z,1.0286,1.0286,1.0286,1.0286,
waumxp,1h,2025-11-08T14:03:06.469Z,0.9996,0.9996,0.9996,0.9996,
waumxp,1h,2025-11-08T15:45:21.376Z,0.9988,0.9988,0.9988,0.9988,
waumxp,1h,2025-11-08T16:58:28.625Z,0.98,0.9985,0.98,0.9985,
waumxp,1h,2025-11-08T17:49:21.200Z,0.98,1,0.9922,0.9922,
waumxp,1h,2025-11-08T18:04:01.240Z,1.0141,1.0141,0.9982,0.9982,
waumxp,1h,2025-11-08T19:49:55.521Z,1.0092,1.0116,1.0092,1.0116,
