valueId,timeframe,ts,open,high,low,close,time
gzehntel,4h,2025-10-28T05:31:45.350Z,13.63,13.63,13.63,13.63,2025-10-28T05:31:45.350Z
gzehntel,4h,2025-10-28T10:00:15.595Z,13.36,13.36,13.36,13.36,2025-10-28T10:00:15.595Z
gzehntel,4h,2025-11-07T04:00:00.967Z,12.8,14.03,12.56,13.46,
gzehntel,4h,2025-11-07T08:00:04.388Z,13.46,14.25,12.9,13.66,
gzehntel,4h,2025-11-07T12:00:04.115Z,13.66,14.4,12.7,13.13,
gzehntel,4h,2025-11-07T15:25:02.296Z,13.74,13.74,13.74,13.74,
gzehntel,4h,2025-11-07T16:44:21.039Z,13.58,13.58,13.58,13.58,
gzehntel,4h,2025-11-07T21:10:06.468Z,13.35,13.35,13.35,13.35,
gzehntel,4h,2025-11-08T15:45:21.376Z,13.54,13.54,13.54,13.54,
gzehntel,4h,2025-11-08T19:50:04.912Z,13.68,13.73,13,13.73,
