valueId,timeframe,ts,open,high,low,close,time
glit,4h,2025-10-28T05:31:45.350Z,49.67,49.67,49.67,49.67,2025-10-28T05:31:45.350Z
glit,4h,2025-10-28T10:00:15.595Z,50.28,50.28,50.28,50.28,2025-10-28T10:00:15.595Z
glit,4h,2025-11-07T04:00:00.967Z,50,52.39,46.84,49.44,
glit,4h,2025-11-07T08:00:04.388Z,49.44,58.22,51.74,54.58,
glit,4h,2025-11-07T12:00:04.115Z,54.58,58.11,51.61,54.37,
glit,4h,2025-11-07T15:25:02.296Z,54.89,54.89,54.89,54.89,
glit,4h,2025-11-07T16:44:01.415Z,55.67,55.95,55.67,55.95,
glit,4h,2025-11-07T21:10:08.433Z,56.68,56.73,56.68,56.73,
glit,4h,2025-11-08T15:45:21.376Z,53.16,53.16,53.16,53.16,
glit,4h,2025-11-08T19:50:04.912Z,56.1,55,54.99,54.99,
