valueId,timeframe,ts,open,high,low,close,time
sammxp,4h,2025-10-28T05:27:33.678Z,0.9659,0.9659,0.9659,0.9659,2025-10-28T05:27:33.678Z
sammxp,4h,2025-10-28T10:59:15.041Z,0.9582,0.9582,0.9582,0.9582,2025-10-28T10:59:15.041Z
sammxp,4h,2025-11-07T04:00:00.967Z,0.99,1.0477,0.9313,0.9916,
sammxp,4h,2025-11-07T08:00:04.388Z,0.9916,1.0017,0.8846,0.9267,
sammxp,4h,2025-11-07T12:00:04.115Z,0.9267,0.986,0.8778,0.9423,
sammxp,4h,2025-11-07T15:25:02.296Z,0.9084,0.9084,0.9084,0.9084,
sammxp,4h,2025-11-07T16:44:01.415Z,0.9378,0.9378,0.919,0.919,
sammxp,4h,2025-11-07T21:10:06.468Z,0.9467,0.9467,0.9467,0.9467,
sammxp,4h,2025-11-08T15:45:21.376Z,0.9463,0.9463,0.9463,0.9463,
sammxp,4h,2025-11-08T19:50:04.912Z,0.9394,0.9531,0.94,0.9531,
